SECOND_FLD,review-count
12379_27001,67.0
12379_27002,44.0
12379_27003,0.0
12379_27007,75.0
12379_27008,0.0
12379_27010,5.0
12379_27013,0.0
12379_27019,1.0
12379_27040,0.0
12379_27048,5.0
12379_27049,2.0
12379_27051,0.0
12379_27056,0.0
12379_27058,0.0
12379_27062,0.0
12380_26933,235.0
12380_26952,150.0
12380_26959,4.0
12380_26960,22.0
12380_26961,185.0
12380_26962,2847.0
12380_26963,50521.0
12380_26964,4258.0
12380_26965,3200.0
12380_26967,1476.0
12380_26968,19.0
12380_26969,8.0
12380_26971,17.0
12380_26973,0.0
12380_26974,55.0
12380_26975,62.0
12380_26976,29.0
12380_26977,0.0
12380_26978,8.0
12380_26979,0.0
12380_26981,413.0
12380_26983,65.0
12380_26984,31.0
12380_26986,289.0
12380_26987,0.0
12380_26988,77.0
12380_26989,43.0
12380_26992,0.0
12380_26993,68.0
12380_26994,0.0
12380_26995,0.0
12380_26996,48.0
12380_26997,0.0
12380_26998,2.0
12380_26999,7.0
12380_27000,0.0
12380_27001,1112.0
12380_27002,138.0
12380_27003,157.0
12380_27006,0.0
12380_27008,3.0
12380_27010,1.0
12380_27034,1.0
12380_27046,29.0
12380_27050,8.0
12380_27051,44.0
12380_27052,0.0
12380_27055,2.0
12380_27056,52.0
12381_26933,26.0
12381_26948,17.0
12381_26956,1.0
12381_26958,0.0
12381_26959,13.0
12381_26960,37.0
12381_26961,76.0
12381_26962,201.0
12381_26963,260.0
12381_26964,1454.0
12381_26965,4.0
12381_26967,5.0
12381_26968,0.0
12381_26971,19.0
12381_26972,0.0
12381_26973,0.0
12381_26974,0.0
12381_26975,0.0
12381_26978,6.0
12381_26979,0.0
12381_26980,1.0
12381_26982,2.0
12381_26983,1026.0
12381_26984,49.0
12381_26985,0.0
12381_26986,0.0
12381_26988,0.0
12381_26998,0.0
12381_27000,22.0
12381_27001,318.0
12381_27002,36.0
12381_27003,17.0
12381_27007,3.0
12381_27008,153.0
12381_27037,1.0
12381_27038,0.0
12381_27052,8.0
12381_27053,18.0
12381_27055,1.0
12381_27057,0.0
12381_27061,0.0
12381_27062,0.0
12381_27063,2.0
12381_27065,14.0
12382_26932,0.0
12382_26944,3.0
12382_26956,1359.0
12382_26959,2.0
12382_26960,80.0
12382_26962,4.0
12382_26963,34.0
12382_26964,26.0
12382_26965,0.0
12382_26966,83.0
12382_26967,34.0
12382_26968,3.0
12382_26971,0.0
12382_26978,0.0
12382_26979,14.0
12382_26984,8.0
12382_26995,0.0
12382_26997,3.0
12382_26998,3.0
12382_27000,0.0
12382_27001,0.0
12382_27002,47.0
12382_27005,0.0
12382_27007,0.0
12382_27008,95.0
12382_27010,0.0
12382_27011,10.0
12382_27012,0.0
12382_27015,0.0
12382_27021,27.0
12382_27033,1.0
12382_27034,77.0
12382_27043,1.0
12382_27047,8.0
12382_27060,12.0
12382_27063,16.0
12383_26944,7.0
12383_26945,5.0
12383_26947,12.0
12383_26953,6.0
12383_26955,38.0
12383_26956,75.0
12383_26957,60.0
12383_26958,25.0
12383_26959,1.0
12383_26960,3.0
12383_26961,74.0
12383_26962,11.0
12383_26963,34.0
12383_26964,59.0
12383_26965,0.0
12383_26966,95.0
12383_26967,0.0
12383_26968,0.0
12383_26977,1.0
12383_26978,48.0
12383_26979,165.0
12383_26980,86.0
12383_26983,9.0
12383_26985,0.0
12383_26988,0.0
12383_26989,46.0
12383_26997,13.0
12383_26998,0.0
12383_27000,7.0
12383_27001,371.0
12383_27002,22.0
12383_27004,18.0
12383_27005,0.0
12383_27008,0.0
12383_27014,1.0
12383_27016,71.0
12383_27033,31.0
12383_27034,155.0
12383_27038,4.0
12383_27039,18.0
12383_27043,6.0
12383_27047,4.0
12383_27050,0.0
12383_27056,0.0
12383_27057,6.0
12383_27059,16.0
12383_27060,16.0
12383_27061,25.0
12383_27062,248.0
12383_27063,183.0
12384_26947,4.0
12384_26948,6.0
12384_26955,0.0
12384_26956,25.0
12384_26957,29.0
12384_26963,1.0
12384_26970,0.0
12384_26974,211.0
12384_26976,108.0
12384_26977,4117.0
12384_26978,501.0
12384_26979,1416.0
12384_26980,26.0
12384_26982,53.0
12384_26984,83.0
12384_26985,0.0
12384_26987,1.0
12384_26988,97.0
12384_26989,7.0
12384_26992,4.0
12384_26993,353.0
12384_26997,0.0
12384_26998,12.0
12384_26999,0.0
12384_27000,35.0
12384_27001,1908.0
12384_27002,0.0
12384_27003,1.0
12384_27004,8.0
12384_27005,15.0
12384_27007,0.0
12384_27014,16.0
12384_27024,18.0
12384_27043,1.0
12384_27053,4.0
12384_27055,72.0
12384_27056,0.0
12384_27057,0.0
12384_27060,966.0
12384_27063,2.0
12385_26947,0.0
12385_26948,65.0
12385_26951,2.0
12385_26959,46.0
12385_26961,11.0
12385_26964,8.0
12385_26965,962.0
12385_26966,680.0
12385_26967,152.0
12385_26969,0.0
12385_26971,93.0
12385_26972,9.0
12385_26977,1.0
12385_26978,12.0
12385_26979,73.0
12385_26980,0.0
12385_26981,1.0
12385_26982,0.0
12385_26984,0.0
12385_26987,550.0
12385_26988,7.0
12385_26998,1.0
12385_26999,839.0
12385_27000,573.0
12385_27001,1663.0
12385_27002,0.0
12385_27003,32.0
12385_27004,2.0
12385_27005,88.0
12385_27006,12.0
12385_27007,0.0
12385_27017,0.0
12385_27020,0.0
12385_27026,0.0
12385_27031,0.0
12385_27034,3.0
12385_27039,0.0
12385_27043,32.0
12385_27044,3.0
12385_27046,0.0
12385_27047,0.0
12385_27048,5.0
12385_27052,0.0
12385_27053,10.0
12385_27060,12.0
12385_27061,0.0
12385_27062,12.0
12386_26930,3.0
12386_26945,30.0
12386_26955,3.0
12386_26961,1.0
12386_26963,77.0
12386_26964,1.0
12386_26965,51.0
12386_26966,24.0
12386_26967,33.0
12386_26968,12.0
12386_26969,4.0
12386_26970,0.0
12386_26974,6.0
12386_26977,0.0
12386_26979,5.0
12386_26980,84.0
12386_26981,157.0
12386_26982,5.0
12386_26983,6.0
12386_26992,11.0
12386_26993,18.0
12386_26997,0.0
12386_26998,5.0
12386_27000,26.0
12386_27002,82.0
12386_27005,0.0
12386_27006,0.0
12386_27013,0.0
12386_27016,197.0
12386_27017,149.0
12386_27022,0.0
12386_27031,0.0
12386_27036,0.0
12386_27037,19.0
12386_27040,0.0
12386_27041,11.0
12386_27042,5.0
12386_27043,330.0
12386_27044,19.0
12386_27045,7.0
12386_27046,1.0
12386_27056,5.0
12386_27060,16.0
12386_27062,7.0
12387_26954,0.0
12387_26957,3.0
12387_26958,1.0
12387_26965,17.0
12387_26966,1.0
12387_26967,1094.0
12387_26968,4730.0
12387_26969,821.0
12387_26970,28.0
12387_26971,15.0
12387_26976,0.0
12387_26977,858.0
12387_26978,0.0
12387_26979,4.0
12387_26980,0.0
12387_26981,616.0
12387_26983,2.0
12387_26985,0.0
12387_26987,8.0
12387_26989,0.0
12387_26990,0.0
12387_26992,5.0
12387_26993,18.0
12387_26997,0.0
12387_26998,1.0
12387_27000,7.0
12387_27002,2.0
12387_27004,0.0
12387_27005,0.0
12387_27007,25.0
12387_27010,0.0
12387_27015,6.0
12387_27016,537.0
12387_27017,156.0
12387_27018,5.0
12387_27019,0.0
12387_27020,36.0
12387_27022,23.0
12387_27023,0.0
12387_27024,308.0
12387_27025,52.0
12387_27027,10.0
12387_27028,12.0
12387_27037,1.0
12387_27038,144.0
12387_27041,477.0
12387_27042,140.0
12387_27043,1554.0
12387_27044,756.0
12387_27045,24.0
12387_27049,0.0
12387_27050,3.0
12387_27052,12.0
12387_27053,0.0
12388_26943,0.0
12388_26954,4557.0
12388_26955,1.0
12388_26960,25.0
12388_26962,6.0
12388_26963,0.0
12388_26964,26.0
12388_26965,30.0
12388_26966,1.0
12388_26967,1087.0
12388_26968,678.0
12388_26969,68.0
12388_26971,4.0
12388_26973,4.0
12388_26976,112.0
12388_26977,12.0
12388_26980,1.0
12388_26981,97.0
12388_26982,2.0
12388_26987,0.0
12388_26988,57.0
12388_26989,0.0
12388_26992,4.0
12388_26993,33.0
12388_26994,0.0
12388_26996,33.0
12388_26997,31.0
12388_26998,985.0
12388_26999,164.0
12388_27000,133.0
12388_27001,343.0
12388_27002,229.0
12388_27005,10.0
12388_27006,104.0
12388_27008,0.0
12388_27009,62.0
12388_27010,6.0
12388_27013,135.0
12388_27014,0.0
12388_27020,1.0
12388_27028,0.0
12388_27033,4.0
12388_27034,86.0
12388_27035,13.0
12388_27037,2.0
12388_27039,14.0
12388_27040,6.0
12388_27041,3756.0
12388_27042,1232.0
12388_27043,4109.0
12388_27044,1524.0
12388_27047,0.0
12388_27048,0.0
12388_27049,0.0
12388_27050,0.0
12388_27051,132.0
12388_27052,22.0
12389_26941,2.0
12389_26942,4.0
12389_26954,1326.0
12389_26955,103.0
12389_26959,0.0
12389_26960,0.0
12389_26965,18.0
12389_26966,125.0
12389_26967,0.0
12389_26968,0.0
12389_26974,0.0
12389_26975,1.0
12389_26977,994.0
12389_26978,0.0
12389_26979,0.0
12389_26980,533.0
12389_26981,23.0
12389_26982,108.0
12389_26985,0.0
12389_26987,31.0
12389_26989,0.0
12389_26990,244.0
12389_26991,51.0
12389_26992,29.0
12389_26993,15.0
12389_26994,2.0
12389_26995,2270.0
12389_26996,6.0
12389_26997,43.0
12389_26998,62.0
12389_26999,930.0
12389_27000,6566.0
12389_27001,2934.0
12389_27002,4149.0
12389_27003,0.0
12389_27004,1082.0
12389_27005,543.0
12389_27006,136.0
12389_27007,15.0
12389_27008,167.0
12389_27009,69.0
12389_27010,80.0
12389_27014,6.0
12389_27015,4.0
12389_27016,868.0
12389_27017,0.0
12389_27035,7.0
12389_27036,1.0
12389_27038,0.0
12389_27040,11.0
12389_27041,240.0
12389_27042,2645.0
12389_27043,1105.0
12389_27044,390.0
12389_27045,3.0
12389_27049,0.0
12389_27050,1.0
12390_26952,13.0
12390_26953,2.0
12390_26956,0.0
12390_26958,1.0
12390_26959,2.0
12390_26960,29.0
12390_26961,284.0
12390_26962,0.0
12390_26964,10.0
12390_26965,56.0
12390_26966,1670.0
12390_26967,0.0
12390_26969,0.0
12390_26970,0.0
12390_26971,19.0
12390_26972,2.0
12390_26977,52.0
12390_26978,96.0
12390_26979,626.0
12390_26980,18.0
12390_26981,2.0
12390_26982,2.0
12390_26987,0.0
12390_26989,14.0
12390_26991,634.0
12390_26993,0.0
12390_26995,0.0
12390_26997,14.0
12390_26998,559.0
12390_26999,841.0
12390_27000,11595.0
12390_27001,66883.0
12390_27002,177.0
12390_27003,607.0
12390_27005,697.0
12390_27006,35.0
12390_27008,64.0
12390_27009,76.0
12390_27010,2.0
12390_27011,71.0
12390_27012,0.0
12390_27014,3.0
12390_27016,309.0
12390_27017,47.0
12390_27026,0.0
12390_27027,1.0
12390_27033,4.0
12390_27038,0.0
12390_27041,46.0
12390_27043,0.0
12390_27044,7.0
12390_27048,0.0
12390_27049,2.0
12390_27050,0.0
12391_26934,13.0
12391_26955,0.0
12391_26958,0.0
12391_26960,81.0
12391_26961,2.0
12391_26962,42.0
12391_26965,6.0
12391_26966,20.0
12391_26967,37.0
12391_26968,7.0
12391_26969,3.0
12391_26970,0.0
12391_26971,4.0
12391_26972,3.0
12391_26973,6.0
12391_26974,512.0
12391_26975,1089.0
12391_26976,0.0
12391_26977,491.0
12391_26978,606.0
12391_26979,5254.0
12391_26980,495.0
12391_26981,75.0
12391_26982,306.0
12391_26983,971.0
12391_26984,1.0
12391_26985,2.0
12391_26987,0.0
12391_26990,6.0
12391_26991,731.0
12391_26992,504.0
12391_26993,54.0
12391_26995,0.0
12391_26996,0.0
12391_26997,1590.0
12391_26998,80.0
12391_26999,172.0
12391_27000,2350.0
12391_27001,1856.0
12391_27002,1060.0
12391_27003,328.0
12391_27004,4.0
12391_27010,2.0
12391_27014,121.0
12391_27015,207.0
12391_27040,0.0
12391_27043,0.0
12392_26950,334.0
12392_26951,54.0
12392_26955,28.0
12392_26956,0.0
12392_26960,915.0
12392_26961,7.0
12392_26963,38.0
12392_26966,11.0
12392_26967,182.0
12392_26968,152.0
12392_26969,17.0
12392_26970,1.0
12392_26971,1.0
12392_26972,0.0
12392_26973,0.0
12392_26974,13.0
12392_26975,6008.0
12392_26976,40.0
12392_26977,42.0
12392_26978,236.0
12392_26979,414.0
12392_26980,175.0
12392_26981,92.0
12392_26982,1.0
12392_26983,80.0
12392_26985,0.0
12392_26988,4334.0
12392_26990,0.0
12392_26991,3351.0
12392_26992,3734.0
12392_26993,29.0
12392_26995,0.0
12392_26997,0.0
12392_26998,38.0
12392_26999,0.0
12392_27000,29.0
12392_27001,600.0
12392_27002,4910.0
12392_27003,3.0
12392_27004,32.0
12392_27005,82.0
12392_27006,341.0
12392_27011,0.0
12392_27014,15.0
12392_27015,71.0
12392_27016,0.0
12392_27017,0.0
12392_27043,5.0
12392_27044,0.0
12392_27051,3.0
12393_26950,520.0
12393_26951,299.0
12393_26952,27.0
12393_26953,0.0
12393_26956,12.0
12393_26957,97.0
12393_26959,349.0
12393_26960,133.0
12393_26961,981.0
12393_26963,426.0
12393_26964,1.0
12393_26965,0.0
12393_26966,672.0
12393_26967,56.0
12393_26968,11462.0
12393_26969,254.0
12393_26970,3.0
12393_26971,10.0
12393_26972,2.0
12393_26974,24.0
12393_26975,1002.0
12393_26976,2442.0
12393_26977,12.0
12393_26978,2.0
12393_26979,2652.0
12393_26980,1812.0
12393_26981,4.0
12393_26982,10.0
12393_26983,0.0
12393_26984,0.0
12393_26985,0.0
12393_26987,466.0
12393_26988,5433.0
12393_26989,2387.0
12393_26990,379.0
12393_26991,19707.0
12393_26992,818.0
12393_26993,228.0
12393_26994,2.0
12393_26995,0.0
12393_26999,5.0
12393_27000,2.0
12393_27001,2823.0
12393_27002,568.0
12393_27003,0.0
12393_27004,1.0
12393_27005,28.0
12393_27006,7.0
12393_27011,99.0
12393_27012,347.0
12393_27013,198.0
12393_27014,4.0
12393_27018,0.0
12393_27032,2.0
12393_27046,1.0
12394_26936,0.0
12394_26949,54.0
12394_26950,0.0
12394_26951,0.0
12394_26952,1.0
12394_26953,1412.0
12394_26954,26.0
12394_26956,28.0
12394_26958,909.0
12394_26960,0.0
12394_26961,7.0
12394_26962,1.0
12394_26963,1.0
12394_26965,46.0
12394_26967,107.0
12394_26968,6399.0
12394_26969,676.0
12394_26970,496.0
12394_26971,4.0
12394_26972,299.0
12394_26973,3612.0
12394_26974,2.0
12394_26975,5.0
12394_26976,19.0
12394_26979,121.0
12394_26980,92.0
12394_26981,0.0
12394_26982,6.0
12394_26983,6.0
12394_26985,7.0
12394_26986,14.0
12394_26987,8.0
12394_26989,21.0
12394_26990,29927.0
12394_26991,1126.0
12394_26992,64.0
12394_26993,0.0
12394_26994,0.0
12394_26997,8.0
12394_26999,0.0
12394_27000,1.0
12394_27002,93.0
12394_27003,29.0
12394_27004,19.0
12394_27005,105.0
12394_27006,53.0
12394_27007,205.0
12394_27009,111.0
12394_27010,85.0
12394_27011,15.0
12394_27022,2.0
12394_27023,1.0
12394_27028,0.0
12394_27033,5.0
12394_27038,0.0
12394_27042,6.0
12394_27043,19.0
12395_26952,24.0
12395_26953,3.0
12395_26956,88.0
12395_26957,0.0
12395_26958,0.0
12395_26959,4.0
12395_26961,0.0
12395_26962,0.0
12395_26963,114.0
12395_26964,107.0
12395_26965,113.0
12395_26966,82.0
12395_26968,7.0
12395_26969,2621.0
12395_26970,423.0
12395_26971,11125.0
12395_26972,10029.0
12395_26973,6435.0
12395_26974,11424.0
12395_26975,2004.0
12395_26976,9.0
12395_26977,8.0
12395_26978,562.0
12395_26979,144.0
12395_26980,8.0
12395_26981,60.0
12395_26982,133.0
12395_26983,5.0
12395_26986,271.0
12395_26988,2700.0
12395_26989,25.0
12395_26990,11866.0
12395_26991,3166.0
12395_26992,48.0
12395_26993,146.0
12395_26994,1.0
12395_26995,1183.0
12395_26996,4502.0
12395_27000,1.0
12395_27001,5.0
12395_27002,313.0
12395_27003,0.0
12395_27004,2.0
12395_27007,197.0
12395_27009,58.0
12395_27010,0.0
12395_27011,0.0
12395_27017,4.0
12395_27023,0.0
12395_27025,0.0
12395_27026,11.0
12395_27034,9.0
12395_27038,0.0
12395_27039,3.0
12395_27042,3.0
12396_26916,0.0
12396_26950,0.0
12396_26951,56.0
12396_26952,12.0
12396_26953,1.0
12396_26954,41.0
12396_26955,0.0
12396_26956,348.0
12396_26957,0.0
12396_26958,0.0
12396_26961,0.0
12396_26962,71.0
12396_26963,5.0
12396_26964,4618.0
12396_26965,0.0
12396_26966,194.0
12396_26967,54.0
12396_26969,93.0
12396_26970,946.0
12396_26971,33181.0
12396_26972,46997.0
12396_26973,5315.0
12396_26974,3607.0
12396_26975,639.0
12396_26976,3.0
12396_26978,15.0
12396_26979,8148.0
12396_26980,801.0
12396_26981,8449.0
12396_26982,479.0
12396_26985,0.0
12396_26989,99.0
12396_26990,81.0
12396_26991,269.0
12396_26992,75.0
12396_26993,255.0
12396_26994,4.0
12396_26995,1005.0
12396_26996,460.0
12396_26997,93.0
12396_26998,1.0
12396_26999,127.0
12396_27002,104.0
12396_27005,1.0
12396_27006,0.0
12396_27007,283.0
12396_27008,25.0
12396_27009,116.0
12396_27010,6.0
12396_27017,0.0
12396_27031,0.0
12396_27038,9.0
12397_26917,4.0
12397_26945,121.0
12397_26950,3.0
12397_26951,39.0
12397_26952,3.0
12397_26956,1.0
12397_26957,1.0
12397_26960,19.0
12397_26961,24.0
12397_26962,506.0
12397_26963,5.0
12397_26964,2032.0
12397_26965,240.0
12397_26966,0.0
12397_26967,381.0
12397_26969,707.0
12397_26970,1770.0
12397_26971,1721.0
12397_26972,220.0
12397_26973,19030.0
12397_26974,1963.0
12397_26975,227.0
12397_26976,100.0
12397_26977,0.0
12397_26978,500.0
12397_26979,42425.0
12397_26980,160.0
12397_26981,4053.0
12397_26982,382.0
12397_26986,0.0
12397_26990,1333.0
12397_26991,11666.0
12397_26992,1519.0
12397_26993,491.0
12397_26994,697.0
12397_26995,933.0
12397_26997,221.0
12397_26999,1.0
12397_27000,6.0
12397_27001,66.0
12397_27002,10.0
12397_27003,0.0
12397_27009,18.0
12397_27016,7.0
12397_27017,46.0
12397_27018,0.0
12397_27033,56.0
12397_27034,5.0
12397_27038,0.0
12398_26941,0.0
12398_26945,0.0
12398_26952,1.0
12398_26953,1.0
12398_26954,137.0
12398_26955,402.0
12398_26957,65.0
12398_26958,725.0
12398_26961,1.0
12398_26964,141.0
12398_26965,1.0
12398_26968,0.0
12398_26970,1673.0
12398_26976,151.0
12398_26977,0.0
12398_26978,4.0
12398_26979,68146.0
12398_26980,854.0
12398_26981,302.0
12398_26984,2.0
12398_26986,0.0
12398_26987,1.0
12398_26989,0.0
12398_26990,888.0
12398_26991,702.0
12398_26993,419.0
12398_26994,2641.0
12398_26995,2504.0
12398_26996,3.0
12398_26997,1930.0
12398_26998,4070.0
12398_26999,2.0
12398_27000,36.0
12398_27002,78.0
12398_27006,0.0
12398_27010,0.0
12398_27011,0.0
12398_27016,0.0
12398_27027,0.0
12398_27031,3.0
12398_27033,17.0
12398_27034,30.0
12399_26940,30.0
12399_26951,631.0
12399_26952,70.0
12399_26956,2.0
12399_26957,6.0
12399_26958,0.0
12399_26959,34.0
12399_26960,26.0
12399_26961,0.0
12399_26963,109.0
12399_26964,1187.0
12399_26965,235.0
12399_26966,1086.0
12399_26967,791.0
12399_26968,81.0
12399_26969,10331.0
12399_26970,6620.0
12399_26971,695.0
12399_26972,5141.0
12399_26973,1701.0
12399_26974,1203.0
12399_26975,5.0
12399_26978,3037.0
12399_26979,3264.0
12399_26980,271.0
12399_26981,15217.0
12399_26982,841.0
12399_26984,7.0
12399_26986,68.0
12399_26991,35.0
12399_26993,3240.0
12399_26995,6440.0
12399_26996,12096.0
12399_26997,1036.0
12399_26998,515.0
12399_27000,4.0
12399_27002,20.0
12399_27006,0.0
12399_27010,0.0
12399_27012,0.0
12399_27032,4.0
12399_27033,2.0
12399_27034,0.0
12400_26896,0.0
12400_26939,29.0
12400_26940,6.0
12400_26946,52.0
12400_26956,63.0
12400_26957,0.0
12400_26958,1724.0
12400_26959,297.0
12400_26960,1879.0
12400_26961,219.0
12400_26962,8.0
12400_26963,527.0
12400_26964,11.0
12400_26965,184.0
12400_26966,271.0
12400_26967,824.0
12400_26968,1730.0
12400_26969,7213.0
12400_26970,2711.0
12400_26971,198.0
12400_26972,11932.0
12400_26973,4491.0
12400_26974,1431.0
12400_26975,17780.0
12400_26978,179.0
12400_26979,7136.0
12400_26980,17445.0
12400_26981,3809.0
12400_26982,84.0
12400_26984,9.0
12400_26985,1513.0
12400_26986,453.0
12400_26987,6451.0
12400_26988,170.0
12400_26989,1.0
12400_26990,57.0
12400_26991,547.0
12400_26993,53.0
12400_26994,2927.0
12400_26995,5342.0
12400_26996,869.0
12400_26997,572.0
12400_26998,331.0
12400_26999,0.0
12400_27000,9.0
12400_27002,1.0
12400_27003,11.0
12400_27006,7.0
12400_27007,35.0
12400_27010,0.0
12400_27015,3.0
12400_27016,0.0
12401_26896,35.0
12401_26929,0.0
12401_26932,45.0
12401_26933,6.0
12401_26957,5.0
12401_26958,186.0
12401_26959,3.0
12401_26960,22.0
12401_26961,213.0
12401_26962,4.0
12401_26963,0.0
12401_26964,97.0
12401_26965,3.0
12401_26966,61.0
12401_26967,7667.0
12401_26968,5460.0
12401_26969,1729.0
12401_26970,26122.0
12401_26971,2982.0
12401_26972,93591.0
12401_26973,7347.0
12401_26974,12241.0
12401_26975,6989.0
12401_26976,0.0
12401_26978,171.0
12401_26979,16672.0
12401_26980,15335.0
12401_26981,6100.0
12401_26982,138.0
12401_26983,9.0
12401_26984,1.0
12401_26985,29.0
12401_26986,25.0
12401_26987,328.0
12401_26988,3145.0
12401_26989,70.0
12401_26990,637.0
12401_26991,1296.0
12401_26992,84.0
12401_26996,9.0
12401_26997,1.0
12401_26998,45.0
12401_26999,524.0
12401_27000,2.0
12401_27002,73.0
12401_27003,756.0
12401_27010,0.0
12401_27012,22.0
12401_27014,7.0
12401_27015,26.0
12402_26927,1.0
12402_26934,303.0
12402_26946,172.0
12402_26961,14.0
12402_26962,1.0
12402_26963,21.0
12402_26964,4.0
12402_26965,0.0
12402_26966,1815.0
12402_26967,5883.0
12402_26968,267.0
12402_26969,4184.0
12402_26970,25806.0
12402_26971,131.0
12402_26972,3057.0
12402_26973,179.0
12402_26974,4.0
12402_26979,3805.0
12402_26980,815.0
12402_26981,2768.0
12402_26982,1131.0
12402_26983,814.0
12402_26984,9296.0
12402_26985,66.0
12402_26987,124.0
12402_26988,3610.0
12402_26989,1061.0
12402_26990,75.0
12402_26991,4.0
12402_26993,0.0
12402_26995,1.0
12402_26997,1.0
12402_27002,0.0
12403_26925,16.0
12403_26926,34.0
12403_26927,0.0
12403_26935,11.0
12403_26966,10994.0
12403_26967,79.0
12403_26968,17.0
12403_26969,3.0
12403_26970,423.0
12403_26971,1764.0
12403_26973,2720.0
12403_26975,934.0
12403_26976,0.0
12403_26977,0.0
12403_26979,156.0
12403_26980,7.0
12403_26982,195.0
12403_26983,2807.0
12403_26984,5935.0
12403_26985,215.0
12403_26986,0.0
12403_26987,26.0
12403_26988,1.0
12403_26989,131.0
12403_26990,292.0
12403_26991,840.0
12403_26992,303.0
12403_26993,375.0
12403_26994,17.0
12403_26998,2.0
12403_27003,25.0
12403_27004,0.0
12403_27008,0.0
12404_26933,6.0
12404_26935,0.0
12404_26936,0.0
12404_26939,1.0
12404_26943,34.0
12404_26945,99.0
12404_26950,52.0
12404_26951,23.0
12404_26952,2.0
12404_26953,14.0
12404_26960,306.0
12404_26964,2.0
12404_26965,569.0
12404_26966,282.0
12404_26967,766.0
12404_26968,137.0
